,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
64,64,2022-03-07,,CHI,W,121,106,126.1,110.5,95.9,.405,.357,.611,44.2,70.7,5.2,7.9,,.560,8.3,19.0,.321,,.494,11.7,68.2,.230
65,65,2022-03-10,,BRK,L,100,129,100.1,129.1,99.9,.323,.387,.471,52.6,63.3,5.0,9.8,,.398,14.5,32.7,.280,,.659,10.0,76.7,.099
66,66,2022-03-13,@,ORL,W,116,114,114.2,112.3,92.0,.402,.402,.536,47.4,60.0,6.9,6.3,,.457,6.9,19.2,.348,,.549,9.9,81.4,.154
67,67,2022-03-14,,DEN,L,110,114,112.2,116.3,98.1,.381,.393,.561,53.3,69.4,8.2,12.2,,.500,11.7,23.4,.310,,.616,13.4,86.0,.159
68,68,2022-03-16,@,CLE,W,118,114,126.4,122.1,93.4,.354,.405,.646,50.0,58.5,6.4,3.8,,.595,10.8,18.4,.304,,.544,8.7,80.0,.338
69,69,2022-03-18,,DAL,W,111,101,124.6,113.4,89.1,.307,.507,.652,48.7,62.2,10.1,8.3,,.600,11.4,14.7,.280,,.538,11.9,75.0,.188
70,70,2022-03-20,,TOR,L,88,93,99.9,105.5,88.1,.384,.370,.516,41.7,70.0,7.9,7.5,,.459,10.5,12.2,.288,,.414,7.2,63.6,.172
71,71,2022-03-21,,MIA,W,113,106,121.3,113.8,93.2,.186,.430,.607,57.0,60.5,6.4,8.5,,.587,10.6,26.8,.140,,.538,11.9,89.5,.250
72,72,2022-03-23,@,LAL,W,126,121,123.8,118.9,101.8,.308,.297,.610,48.9,55.3,6.9,7.5,,.571,6.3,19.0,.242,,.572,10.3,76.1,.103
73,73,2022-03-25,@,LAC,W,122,97,122.9,97.7,99.3,.261,.380,.595,57.1,53.5,12.1,13.3,,.549,9.7,28.6,.228,,.447,14.3,81.6,.247
74,74,2022-03-27,@,PHO,L,104,114,106.6,116.9,97.5,.292,.404,.518,52.9,59.5,6.2,6.7,,.472,9.1,25.5,.225,,.592,11.3,86.8,.126
75,75,2022-03-29,,MIL,L,116,118,118.3,120.3,98.1,.202,.461,.598,45.5,65.1,7.1,6.0,,.573,7.6,11.4,.157,,.580,9.2,79.5,.182
76,76,2022-03-31,@,DET,L,94,102,103.1,111.9,91.2,.406,.377,.578,50.6,71.0,8.8,19.1,,.500,15.6,10.8,.362,,.561,9.2,87.5,.122
77,77,2022-04-02,,CHO,W,144,114,137.2,108.6,105.0,.241,.494,.748,59.5,71.7,9.5,8.8,,.730,16.5,28.6,.195,,.546,14.8,84.1,.218
78,78,2022-04-03,@,CLE,W,112,108,117.9,113.7,95.0,.525,.388,.569,54.9,69.7,7.4,17.8,,.481,12.4,26.1,.438,,.545,8.9,84.4,.295
79,79,2022-04-05,@,IND,W,131,122,129.3,120.4,101.3,.207,.460,.690,42.9,72.3,7.9,5.5,,.672,12.9,13.5,.161,,.537,12.6,66.0,.211
80,80,2022-04-07,@,TOR,L,114,119,121.0,126.3,94.2,.333,.480,.663,47.4,70.3,7.4,5.2,,.620,15.7,17.1,.280,,.577,9.2,72.1,.154
81,81,2022-04-09,,IND,W,133,120,132.7,119.7,100.3,.300,.378,.653,57.5,74.0,14.0,5.5,,.622,12.1,36.8,.233,,.590,15.3,80.0,.359
82,82,2022-04-10,,DET,W,118,106,122.1,109.7,96.6,.261,.284,.601,50.0,54.3,13.5,12.2,,.551,9.2,27.0,.239,,.524,16.6,68.1,.229
