,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
70,70,2023-03-16,,SAC,L,96,101,103.7,109.1,92.6,.288,.488,.533,41.8,60.6,8.6,9.8,,.500,6.2,6.4,.200,,.470,11.1,74.5,.293
71,71,2023-03-19,,DEN,L,102,108,111.7,118.3,91.3,.195,.427,.573,45.2,68.4,11.0,5.3,,.537,11.0,20.9,.171,,.600,15.7,80.0,.150
72,72,2023-03-21,,CLE,L,109,115,114.5,120.8,95.2,.250,.359,.534,59.0,61.0,6.3,9.3,,.495,13.5,42.2,.196,,.590,13.2,78.9,.205
73,73,2023-03-23,,CLE,L,114,116,120.2,122.3,94.9,.333,.420,.614,51.2,61.5,7.4,12.3,,.556,13.9,25.0,.296,,.539,8.2,71.7,.225
74,74,2023-03-25,@,MIA,W,129,100,149.4,115.8,86.3,.281,.449,.645,58.4,68.2,7.0,12.0,,.596,5.7,41.5,.258,,.550,12.2,77.8,.150
75,75,2023-03-26,@,ORL,L,106,119,107.1,120.3,99.0,.308,.385,.513,48.4,45.9,7.1,12.7,,.451,12.7,28.3,.264,,.571,10.2,76.3,.259
76,76,2023-03-29,,HOU,W,123,114,128.1,118.7,96.0,.329,.427,.655,44.1,75.0,4.2,13.2,,.640,11.3,20.0,.220,,.515,8.5,62.3,.133
77,77,2023-03-31,,ATL,W,124,107,131.8,113.7,94.1,.148,.375,.662,47.1,67.3,9.6,5.6,,.642,11.4,23.1,.125,,.473,9.8,66.7,.231
78,78,2023-04-02,,UTA,W,111,110,110.7,109.7,100.2,.395,.372,.550,43.5,65.8,6.0,3.4,,.494,7.3,14.6,.302,,.484,9.5,75.0,.242
79,79,2023-04-04,,MIN,L,102,107,107.7,112.9,94.7,.156,.389,.530,47.6,53.8,6.3,13.1,,.506,8.6,15.9,.122,,.529,7.8,82.5,.200
80,80,2023-04-05,@,DET,W,123,108,133.1,116.8,92.4,.267,.500,.640,52.8,80.0,6.5,12.5,,.622,10.3,30.6,.186,,.565,13.4,75.0,.155
81,81,2023-04-07,,ORL,W,101,84,104.3,86.7,96.9,.281,.472,.505,44.1,77.1,14.5,6.1,,.444,8.3,19.2,.247,,.397,18.2,70.0,.172
82,82,2023-04-09,,PHI,L,105,134,100.9,128.8,104.0,.337,.386,.551,45.7,62.9,5.8,8.7,,.494,15.9,21.3,.277,,.594,10.6,71.1,.139
