,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
54,54,2023-02-01,,GSW,W,119,114,104.6,100.2,103.0,.226,.472,.510,47.7,56.5,4.4,12.5,,.500,8.6,16.9,.123,,.478,13.8,82.7,.297
55,55,2023-02-03,,ORL,L,120,127,116.8,123.6,102.7,.322,.506,.604,49.4,52.5,6.8,11.3,,.552,16.8,29.3,.276,,.600,12.9,69.0,.294
56,56,2023-02-05,,DEN,W,128,98,124.7,95.5,102.7,.345,.310,.639,47.9,68.8,6.8,6.5,,.609,9.9,12.8,.253,,.521,19.9,90.6,.338
57,57,2023-02-07,@,DEN,L,112,146,107.1,139.6,104.6,.306,.412,.581,45.0,60.0,5.7,10.6,,.529,15.0,17.4,.259,,.694,8.9,82.4,.183
58,58,2023-02-08,@,UTA,W,143,118,143.0,118.0,100.0,.082,.439,.704,48.5,62.5,6.0,8.5,,.689,9.0,21.6,.082,,.476,6.5,65.0,.171
59,59,2023-02-10,@,MEM,L,107,128,104.3,124.8,102.6,.136,.420,.574,44.3,61.0,6.8,6.8,,.551,15.4,16.7,.114,,.643,15.8,75.7,.238
60,60,2023-02-13,@,DAL,W,124,121,131.5,128.3,94.3,.313,.349,.657,54.2,58.3,8.5,4.4,,.633,11.3,29.4,.229,,.589,8.5,76.3,.262
61,61,2023-02-16,,WAS,L,106,114,103.1,110.8,102.8,.232,.305,.506,52.0,53.8,7.8,8.3,,.453,14.7,30.8,.211,,.526,12.8,74.0,.147
62,62,2023-02-24,,CHO,L,113,121,107.9,115.5,104.7,.172,.355,.565,46.4,54.3,5.7,17.2,,.554,13.0,14.6,.108,,.522,9.5,77.6,.272
63,63,2023-02-26,@,GSW,L,104,109,103.5,108.5,100.5,.233,.500,.524,43.4,68.4,11.0,16.3,,.517,13.9,20.0,.122,,.511,13.7,67.3,.176
64,64,2023-02-28,@,LAC,W,108,101,102.6,95.9,105.3,.244,.289,.542,51.1,51.2,13.3,14.5,,.528,14.6,22.2,.144,,.488,20.5,80.0,.241
65,65,2023-03-03,@,LAL,W,110,102,113.0,104.8,97.3,.180,.382,.573,52.9,69.0,10.3,10.7,,.551,11.9,25.0,.135,,.471,13.3,76.6,.230
66,66,2023-03-04,@,SAC,W,138,134,142.3,138.2,96.9,.388,.488,.737,50.6,64.6,4.1,9.7,,.725,10.5,17.6,.275,,.629,5.5,75.6,.247
67,67,2023-03-07,,PHI,L,94,117,96.7,120.4,97.2,.244,.419,.493,38.6,55.9,9.3,12.5,,.459,10.4,11.5,.174,,.586,14.1,77.8,.272
68,68,2023-03-10,,BRK,L,123,124,114.4,115.3,97.4,.296,.306,.555,49.5,60.4,9.3,10.5,,.536,11.2,25.0,.184,,.549,11.7,74.5,.264
69,69,2023-03-13,@,ATL,W,136,115,130.4,110.2,104.3,.250,.304,.666,42.0,72.2,11.5,13.3,,.652,8.9,13.2,.174,,.474,12.1,64.0,.237
70,70,2023-03-15,,BOS,L,102,104,106.1,108.1,96.2,.262,.429,.544,51.1,73.0,3.1,4.5,,.512,12.2,18.2,.190,,.476,8.5,82.6,.286
71,71,2023-03-17,@,CHI,L,131,139,117.4,124.6,92.3,.310,.420,.576,51.5,71.7,5.4,11.4,,.550,11.7,25.5,.210,,.601,9.3,85.7,.277
72,72,2023-03-18,@,TOR,L,107,122,104.8,119.5,102.1,.329,.271,.550,48.3,69.2,4.9,3.2,,.488,12.6,20.0,.282,,.583,13.1,78.6,.189
73,73,2023-03-20,@,NYK,W,140,134,134.7,129.0,103.9,.386,.289,.721,50.0,66.7,8.7,7.0,,.699,13.4,20.6,.289,,.647,14.1,79.4,.282
74,74,2023-03-22,,ATL,W,125,124,123.1,122.1,101.6,.315,.283,.597,50.6,60.0,6.9,5.1,,.549,9.5,25.6,.261,,.600,14.3,77.5,.259
75,75,2023-03-26,@,GSW,W,99,96,102.0,99.0,97.0,.313,.500,.544,57.0,73.5,10.3,4.8,,.531,15.7,22.5,.175,,.506,15.2,87.0,.159
76,76,2023-03-27,@,SAC,W,119,115,125.6,121.4,94.7,.395,.279,.589,48.8,75.0,6.3,5.3,,.564,5.6,26.8,.256,,.494,9.0,70.7,.381
77,77,2023-03-29,@,PHO,L,100,107,102.0,109.1,98.1,.133,.389,.525,52.9,60.0,4.1,5.3,,.511,18.1,32.7,.089,,.448,6.9,71.7,.219
78,78,2023-03-31,,LAL,L,111,123,108.0,119.7,102.8,.200,.411,.537,42.4,61.0,9.7,5.9,,.500,13.4,24.0,.168,,.550,13.4,64.3,.267
79,79,2023-04-02,,POR,L,105,107,106.3,108.3,98.8,.291,.329,.589,52.8,76.3,3.0,7.9,,.551,16.8,18.4,.228,,.511,8.9,78.4,.129
80,80,2023-04-04,@,BRK,W,107,102,112.9,107.7,94.7,.259,.282,.565,52.4,51.2,7.4,10.9,,.529,7.8,17.5,.200,,.506,8.6,84.1,.122
81,81,2023-04-08,@,SAS,W,151,131,142.8,123.9,105.8,.208,.426,.685,50.0,75.0,7.6,12.1,,.673,6.0,23.9,.149,,.595,11.0,77.3,.189
82,82,2023-04-09,,NOP,W,113,108,109.2,104.4,103.5,.378,.439,.591,46.2,64.1,6.8,11.6,,.555,15.1,17.4,.268,,.461,12.7,75.6,.278
