,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
54,54,2023-02-06,@,DET,W,111,99,119.2,106.3,93.1,.253,.446,.602,54.8,64.1,2.1,9.3,,.566,10.7,23.3,.205,,.477,8.6,82.0,.184
55,55,2023-02-08,,PHI,W,106,99,120.5,112.5,88.0,.132,.461,.659,54.3,62.5,2.3,9.6,,.651,13.9,14.7,.092,,.506,6.1,83.0,.181
56,56,2023-02-10,,CHO,W,127,116,121.1,110.6,104.9,.191,.618,.658,47.8,77.3,6.7,10.0,,.635,13.5,12.2,.157,,.527,11.1,77.6,.194
57,57,2023-02-12,,MEM,W,119,109,126.2,115.6,94.3,.295,.580,.598,61.8,71.8,5.3,6.0,,.563,9.1,32.6,.227,,.571,7.9,93.0,.155
58,58,2023-02-14,@,MIL,L,125,131,112.6,118.0,100.5,.202,.505,.580,45.8,60.9,7.2,2.1,,.551,10.8,16.0,.162,,.578,14.6,78.3,.300
59,59,2023-02-15,,DET,W,127,109,130.2,111.8,97.5,.109,.489,.659,55.1,61.2,10.3,9.1,,.647,10.2,21.6,.087,,.577,13.3,85.4,.143
60,60,2023-02-23,@,IND,W,142,138,136.8,132.9,94.0,.263,.394,.643,58.0,60.8,6.7,13.3,,.606,12.0,42.6,.222,,.638,11.9,75.6,.191
61,61,2023-02-25,@,PHI,W,110,107,117.9,114.7,93.3,.140,.419,.603,51.2,46.5,6.4,7.8,,.593,11.6,20.9,.093,,.506,9.7,81.4,.359
62,62,2023-02-27,@,NYK,L,94,109,100.8,116.9,93.2,.167,.500,.521,44.3,56.8,5.4,17.0,,.494,10.9,15.9,.131,,.551,10.6,80.0,.295
63,63,2023-03-01,,CLE,W,117,113,124.3,120.0,94.2,.359,.410,.648,53.1,69.2,5.3,6.7,,.603,11.7,20.0,.295,,.543,5.6,78.3,.141
64,64,2023-03-03,,BRK,L,105,115,102.9,112.7,102.0,.238,.345,.566,50.5,63.4,7.8,15.7,,.542,17.0,20.9,.167,,.495,10.1,75.0,.221
65,65,2023-03-05,,NYK,L,129,131,112.2,113.9,95.2,.229,.541,.538,50.0,62.8,7.0,9.3,,.491,11.8,28.3,.202,,.574,14.8,77.1,.232
66,66,2023-03-06,@,CLE,L,114,118,109.3,113.1,94.5,.208,.475,.517,47.3,59.5,4.8,8.1,,.495,9.8,26.3,.139,,.510,12.3,69.8,.208
