,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
56,56,2022-02-10,,LAC,W,112,105,38,78,.487,13,39,.333,23,27,.852,8,41,19,4,3,13,23,,39,81,.481,9,23,.391,18,25,.720,4,31,24,9,2,10,25
57,57,2022-02-12,,LAC,L,97,99,35,85,.412,15,39,.385,12,19,.632,13,44,16,4,0,14,17,,43,82,.524,7,22,.318,6,11,.545,6,42,23,7,4,14,20
58,58,2022-02-15,@,MIA,W,107,99,34,76,.447,18,41,.439,21,33,.636,12,38,27,5,7,8,26,,35,84,.417,7,27,.259,22,27,.815,15,48,19,1,2,12,23
59,59,2022-02-17,@,NOP,W,125,118,44,82,.537,19,40,.475,18,25,.720,7,38,18,5,4,8,22,,46,92,.500,12,28,.429,14,21,.667,17,48,22,7,0,13,18
60,60,2022-02-25,@,UTA,L,109,114,42,88,.477,17,39,.436,8,8,1.000,8,30,22,9,3,11,21,,40,74,.541,16,38,.421,18,22,.818,9,44,22,9,4,18,14
61,61,2022-02-27,@,GSW,W,107,101,39,78,.500,13,34,.382,16,20,.800,6,45,16,5,7,18,18,,39,91,.429,11,39,.282,12,20,.600,12,44,27,15,2,10,23
62,62,2022-03-01,@,LAL,W,109,104,41,82,.500,10,35,.286,17,27,.630,10,45,24,8,7,13,19,,37,82,.451,14,34,.412,16,20,.800,4,37,22,8,6,12,20
63,63,2022-03-03,,GSW,W,122,113,45,85,.529,17,37,.459,15,20,.750,8,32,29,7,1,9,16,,44,81,.543,15,30,.500,10,13,.769,10,37,26,7,5,15,19
64,64,2022-03-05,,SAC,W,114,113,40,84,.476,14,36,.389,20,27,.741,10,39,22,7,2,10,22,,46,94,.489,9,25,.360,12,18,.667,10,45,24,5,1,14,28
65,65,2022-03-07,,UTA,W,111,103,39,88,.443,17,46,.370,16,20,.800,9,43,19,9,5,9,21,,36,83,.434,12,31,.387,19,24,.792,12,45,22,5,6,13,20
