 
,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
69,69,2023-03-15,,LAL,W,114,110,117.2,113.1,97.3,.213,.326,.585,58.6,46.8,5.1,6.5,,.573,14.9,39.0,.135,,.439,7.0,76.1,.344
70,70,2023-03-17,,NOP,W,114,112,123.1,120.9,92.6,.273,.364,.578,59.8,46.5,9.7,5.6,,.551,10.9,35.7,.193,,.549,8.8,82.2,.268
71,71,2023-03-19,,NOP,L,107,117,115.5,126.3,92.6,.500,.434,.577,48.0,48.4,4.3,3.7,,.467,11.5,21.6,.474,,.571,9.5,73.7,.235
72,72,2023-03-20,,GSW,L,108,121,108.3,121.4,99.7,.258,.387,.521,46.1,35.9,14.0,5.0,,.473,14.1,28.9,.215,,.597,15.7,63.6,.182
73,73,2023-03-22,@,MEM,L,125,130,129.5,134.7,96.5,.247,.355,.606,57.1,56.3,6.2,5.9,,.581,13.4,45.5,.183,,.586,9.0,70.0,.322
74,74,2023-03-24,@,MEM,L,114,151,112.6,149.2,101.2,.241,.264,.592,52.1,53.2,6.9,5.9,,.580,13.5,25.0,.149,,.747,9.2,84.8,.129
75,75,2023-03-26,@,CLE,L,91,108,104.7,124.3,86.9,.225,.313,.518,46.8,57.1,6.9,1.9,,.475,15.4,30.0,.188,,.524,8.8,64.9,.253
76,76,2023-03-27,@,NYK,L,115,137,116.2,138.4,99.0,.333,.299,.576,50.6,57.1,6.1,8.5,,.523,12.3,28.9,.276,,.680,9.2,79.4,.233
77,77,2023-03-29,@,BRK,L,114,123,118.7,128.1,96.0,.214,.306,.532,55.9,45.7,9.4,4.3,,.515,8.5,37.7,.133,,.640,11.3,80.0,.220
78,78,2023-03-31,,DET,W,121,115,124.7,118.5,97.1,.542,.373,.589,53.5,47.4,9.3,9.3,,.524,10.5,34.1,.410,,.545,10.6,71.1,.202
79,79,2023-04-02,,LAL,L,109,134,112.9,138.8,96.5,.098,.333,.512,46.3,52.3,4.1,6.3,,.495,7.0,28.6,.078,,.608,4.5,71.8,.226
80,80,2023-04-04,,DEN,W,124,103,121.8,101.1,101.8,.235,.304,.551,53.9,48.9,11.8,5.9,,.520,10.4,37.0,.176,,.534,17.4,72.9,.115
81,81,2023-04-07,@,CHO,W,112,109,106.6,103.7,105.1,.315,.236,.553,53.9,50.0,10.5,19.1,,.511,15.1,29.2,.236,,.506,14.5,82.9,.227
82,82,2023-04-09,@,WAS,W,114,109,111.4,106.5,102.3,.311,.233,.557,50.0,54.5,7.8,11.5,,.522,12.8,26.0,.222,,.495,10.1,73.1,.134
